Wet Red Mud Discharge   ;Water removed through evaporation   ;Water Consumption (Pre-Decilication, Digestion, Precipitation)  ;Pure Al(OH)3 (dry, precipitated)    ;Alumunium Recovery Rate (From Feed) ;Alumunium in Recycled Spent Liquor  ;Total CaO consumed  ;Total NaOH Consumed 
67.30230905;78.23294776;69.38525046;74.59574408;81.22%;8.897340022;8.753726611;42.19952609
65.16851018;89.68105207;63.6538168;98.23340323;92.73%;8.792798719;4.571923458;52.5757918
68.05860758;80.73952349;77.16901957;100.2243535;89.20%;11.32862513;7.727170613;54.96679377
55.62401354;83.14345357;60.66420968;106.9345914;95.72%;10.92526814;2.81020489;56.31307431
62.25847585;83.04330885;67.49540822;101.121976;89.10%;11.23508698;5.193930068;54.34356619
80.54497484;96.58177387;75.61468521;93.74919146;87.94%;8.463182772;8.096251266;51.77467682
45.28352543;70.88730759;59.71828047;108.6156864;96.28%;14.71058421;2.368116162;57.01165137
68.37803004;86.48001746;69.70199214;94.22289377;85.57%;8.381988892;6.544231915;51.35346469
44.20676463;66.70330499;60.03575652;101.9050582;94.35%;11.36918437;3.234080617;53.90825899
63.84927832;94.72109953;54.18902519;90.81064378;93.04%;11.28581973;3.063332705;48.12378643
57.98049856;77.07710757;61.2187748;83.3459623;88.50%;11.36765633;5.68164598;45.40296546
64.84333686;87.68439332;66.6447018;102.2056716;92.29%;12.69186858;4.855646282;54.76522057
59.72108548;85.7910298;63.06976389;105.7250632;93.35%;9.12945447;3.551821712;55.99733225
71.77279268;90.28360639;65.0326864;79.49399018;86.77%;6.55866294;7.096159473;43.99722205
73.22411524;86.5685009;73.49331501;87.20214696;83.70%;8.285086871;8.321394699;48.49992292
66.45632863;81.77843783;73.13659833;97.96069903;90.01%;10.66619584;6.980003737;53.47769761
48.37419572;73.87897523;53.52179831;88.53101746;94.52%;9.186325247;3.142507852;46.97174774
60.54090961;92.24531434;53.50816461;94.20174049;92.60%;11.78861695;2.495025518;49.62900754
62.3335492;88.63128714;62.1524849;101.4727927;91.72%;9.469515873;3.804999472;53.91890551
59.23890903;93.09643551;47.17289823;83.75259367;89.49%;7.82950854;2.104842383;44.05964689
74.5608262;87.36930852;76.84271771;93.60637997;87.34%;8.711302852;8.411787531;51.83775206
82.47758597;90.76938833;80.34482859;83.69286164;81.34%;7.616581042;10.42883042;47.59192892
78.63339753;86.97427159;75.53505993;74.22247309;81.22%;6.96109957;10.33507155;42.67298154
78.13316544;95.44669756;76.09020253;100.8544403;89.71%;12.39394389;7.375820166;55.1470265
59.92479366;81.82770859;67.08039232;105.1816991;93.43%;8.955334097;4.626243022;56.17666239
84.14103451;103.0643184;68.8621705;79.75294119;82.96%;7.086602722;8.015387379;44.52726854
66.65724209;89.43219207;62.99254807;90.1723641;91.47%;9.071402245;5.336281558;48.75531377
59.82534984;91.2977367;54.00898474;95.70414819;92.08%;9.541763204;2.433800122;50.36277918
51.63717039;73.55449086;63.95042382;104.3722939;94.19%;13.93021205;3.919527858;55.4870247
48.55357083;76.3310611;52.365551;91.52823048;95.58%;11.66569005;2.512726589;48.2596561
77.32337161;92.70467314;69.6692321;78.48077987;85.68%;10.10441495;8.375051461;44.04438416
47.80237036;71.74392569;53.28039321;84.03131824;92.70%;8.800406135;3.606153762;44.85175675
72.36565495;93.66343019;68.62795553;96.50303526;90.68%;10.5659175;6.014617988;52.31339209
86.82162595;101.1422453;72.52878427;74.85190294;82.47%;6.429518688;9.498123663;42.63544232
74.87326874;93.58838237;70.85277122;93.139897;89.47%;9.718557927;6.968251232;50.9855102
84.74198639;105.6318924;72.96709819;95.89013289;83.55%;12.74089075;7.172234956;52.50653588
58.66005065;89.73322331;52.1398748;90.41339797;95.44%;8.406710927;2.588006086;47.69862945
48.22633347;65.67703293;65.86497176;100.3974137;92.04%;9.072263444;4.861962148;53.81557551
57.74564014;80.51484552;59.98781373;90.03800131;87.67%;8.361305982;4.589336309;48.36208448
55.6344592;86.13357525;51.8617628;90.98367702;93.97%;9.984153637;2.455962879;47.94503332
74.88803301;90.72154627;72.00177784;88.30117567;87.96%;7.677162761;7.819061772;48.8469335
61.40250252;72.89230964;72.54536873;90.30991104;88.57%;7.544738452;7.727425537;49.84090643
78.90136958;96.70798134;72.22230962;90.77093612;88.48%;11.53604069;7.575764648;50.03704646
45.99767386;72.67669649;55.94436995;100.4676233;95.22%;12.86559961;2.375182232;52.80947595
70.68341814;73.90838701;86.36000697;97.11840588;85.89%;11.50221207;10.38389413;54.50662653
64.07505123;81.25707859;71.45306832;100.562563;90.59%;13.34304518;6.259193892;54.52429959
44.20954805;67.11613268;57.04827085;94.72349213;91.69%;13.01445921;3.308025146;50.25299485
62.0764018;86.34420264;66.02396163;106.7804092;94.02%;9.406086862;4.163914391;56.80431403
53.13702336;76.34398658;59.4391763;93.97923403;93.60%;9.267964276;4.004711922;50.14590201
69.95625711;92.15593754;65.29684633;92.18089487;91.15%;11.03635204;5.669581325;49.94362244
79.09898976;94.67317598;73.67618254;88.48854333;87.11%;7.462694946;8.215775117;49.11197546
48.74941362;75.12040877;60.30765221;109.0552009;96.16%;11.2471753;2.464940356;57.25873538
66.8883357;74.6668764;75.24745503;82.77599454;84.58%;11.05972688;9.270795169;46.64459931
72.39943896;93.21959983;65.58434496;86.65994015;85.07%;10.60644289;6.39756441;47.41086402
46.25392977;73.4001186;54.96618066;98.7696354;94.81%;11.83111651;2.314925546;51.9034681
45.00422263;71.3786985;54.85093022;97.59490764;93.60%;11.27949629;2.422383701;51.34150345
61.05569558;71.59237749;69.80004168;80.42878836;86.36%;6.660439606;8.175580408;44.94121882
65.65165152;76.76071467;69.99261152;78.34926144;85.37%;6.502092763;8.472976509;43.99718215
59.03204514;85.87711715;60.71848381;101.8813873;88.56%;8.594903281;3.398944474;53.95015353
68.07973276;85.84868684;70.19875482;94.96378476;90.41%;8.754241453;6.589127625;51.75627343
77.66009209;88.51382017;73.13323155;75.53611923;83.60%;9.5846031;9.579575436;43.04130209
76.8251709;94.64688001;75.06615565;100.5737701;88.17%;12.88293877;7.152313447;54.90975735
82.23973413;91.44248005;77.96990363;79.83017959;82.50%;8.43522113;10.30433087;45.55517074
84.70086839;94.43938383;75.25310608;71.60819054;79.50%;8.441410605;10.56262064;41.43352634
76.61044032;85.16115793;77.62333533;82.15469686;84.42%;7.465518255;9.932610461;46.58677735
68.46037333;88.61934477;68.218747;95.6914349;87.36%;8.694125397;6.011316465;51.88306453
77.18236707;94.87490728;74.64669002;98.66996216;88.15%;13.31180695;7.27480898;53.98477811
61.91066417;74.81086296;71.85821334;92.0340688;87.83%;12.77499516;7.349070863;50.59753481
79.22391572;100.9313305;72.30619685;101.4437763;90.14%;11.27007286;6.366421055;55.01147657
60.8436711;86.47410349;62.35985307;101.5711808;92.87%;10.63693093;3.852389273;53.99679363
58.05723898;85.48245413;58.72672375;99.08642393;94.67%;10.61985028;3.239077122;52.4550421
79.33452065;91.48279695;75.68535598;84.40266367;85.59%;7.377776163;9.184417646;47.42302663
75.06135755;82.37820823;83.07983765;95.16622908;84.61%;8.450356;9.787231101;53.22809348
82.58037226;101.6736395;68.37897597;80.50456898;85.93%;9.544407159;7.797180993;44.83536813
79.81483599;89.61584445;75.60825438;77.32752726;82.83%;6.258109513;9.989836155;44.11930231
84.94812491;103.3554163;69.02119353;78.00014994;84.71%;9.1816848;8.256582683;43.74076785
58.16141316;78.01084764;59.65912223;80.67687914;89.61%;9.17200817;5.598003945;43.98016864
44.67247979;69.31724627;58.34667592;102.5903485;95.58%;9.432613222;2.737225949;54.03673513
45.65228574;70.03825032;58.35470041;101.1800277;95.02%;9.492360857;2.906040603;53.38341004
55.02367175;65.19340897;75.51307253;100.6650364;89.47%;8.857886807;7.254830243;54.97667221
80.97054806;89.59305715;76.70600498;75.95892621;81.56%;7.888954986;10.43296851;43.61426776
62.67528816;74.36971921;68.41478161;78.39432503;84.56%;7.046929963;8.068469782;43.85041344
70.56091309;101.0988912;54.04567346;83.45019733;90.15%;10.92272216;3.872590677;44.67934474
59.13475167;75.27757047;68.11300443;93.06280386;89.35%;10.48131161;6.277184224;50.6544493
81.89482992;103.791864;70.56701729;94.76713417;86.89%;10.65573817;6.694704547;51.71157991
46.92646484;69.201272;61.29616997;102.4147336;94.58%;13.94287825;3.499966064;54.29978669
58.00739201;69.74214096;75.39856532;101.9292243;90.22%;10.77484203;7.089028892;55.56783181
62.24767894;77.20473714;65.54780576;79.70955389;83.79%;6.860992033;7.194622461;44.15214397
76.43165506;91.59504601;73.87024686;90.53978908;87.88%;11.77169138;8.017057389;50.10841996
52.11257513;77.02076206;60.74667168;103.2601308;93.77%;11.86867634;3.245179684;54.61351043
74.62713127;84.012866;75.42658322;80.20554446;82.02%;8.222408683;9.618900282;45.45362603
85.98910112;99.36314157;79.10388597;90.90643243;84.50%;8.481824456;9.286882417;50.82129719
43.23995962;68.11554855;57.87242229;103.2688702;95.54%;10.64531948;2.530611829;54.3047534
71.97575506;86.7396357;69.27397229;80.72395766;86.58%;9.494717517;8.015849363;45.04162902
63.58098794;77.44788849;75.02644201;101.561029;87.85%;8.920111398;7.025558086;55.34008449
55.93074942;77.58788157;58.15475632;83.70476285;89.67%;9.693416553;4.878266861;45.23369244
70.76816492;77.43890947;82.07385631;94.79565414;86.55%;9.72300597;9.597218238;52.96355051
69.61244888;77.0724913;79.13054528;90.06133286;86.22%;8.339155528;9.386181972;50.42794549
58.98415255;74.31272008;69.1080225;93.61683912;90.25%;11.46501056;6.464746697;51.02581436
84.56525364;95.54699008;79.1505612;85.93095368;85.03%;8.704011554;9.887004086;48.51845485
67.49569586;88.59744669;67.84078997;98.21353094;90.02%;9.441868364;5.618689184;53.01764937
43.18410548;67.30130863;55.98462661;96.2064166;95.21%;11.87020166;2.885435483;50.82857043
69.1418614;93.16304578;67.73756489;104.4412955;93.03%;11.00672791;4.863630077;55.90939496
62.8905555;76.54072143;73.61471254;97.9810563;89.83%;11.41916202;7.090721793;53.54006716
59.57410248;72.38714434;74.73174178;101.6981596;90.68%;10.5948051;6.956491445;55.39106589
69.21143634;76.2745126;74.74662278;76.95055676;83.57%;7.993377032;9.818890547;43.86238762
88.08467886;95.92052971;86.79316483;95.04372789;85.27%;8.648555878;10.74176334;53.57494179
55.78751832;83.09461128;61.38200953;108.0039568;93.58%;9.07590989;2.86097321;56.87426276
57.91927481;79.50571091;67.58873016;107.5922993;93.72%;12.32408901;4.468831262;57.37017292
56.23602991;84.60153485;53.71842386;89.5428131;89.65%;11.11231676;3.076547118;47.47579127
64.99725805;88.1950363;63.93880556;95.63550491;89.15%;13.20168175;4.933343913;51.41952272
71.60324824;95.99695037;62.74852581;89.49086544;90.18%;8.457255409;5.342265502;48.40341705
47.49680539;74.3687856;51.10656948;86.40967661;94.86%;9.166898866;2.788403188;45.72804422
70.02551773;85.7305655;68.88610876;84.10442397;87.82%;11.62080986;7.509593732;46.57761216
70.92292549;92.05116782;67.02255075;92.84095553;90.27%;9.410727602;6.050126262;50.43665944
46.8029836;72.35349747;58.79691267;104.4428674;94.28%;11.05993783;2.631088196;54.95456081
73.79448516;90.60761013;73.90964038;97.41437467;89.67%;8.200144474;7.229807138;53.28876142
72.38464433;86.5945955;68.86748852;77.53394341;86.11%;8.421435524;8.282326857;43.50728467
49.7818501;66.91597535;67.80727362;103.3708058;92.82%;10.07769474;5.018507166;55.41915042
