Wet Red Mud Discharge   ;Water removed through evaporation   ;Water Consumption (Pre-Decilication, Digestion, Precipitation)  ;Pure Al(OH)3 (dry, precipitated)    ;Alumunium Recovery Rate (From Feed) ;Alumunium in Recycled Spent Liquor  ;Total CaO consumed  ;Total NaOH Consumed 
55.53715503;75.69933604;63.19728194;93.81158265;90.19%;9.483129925;4.965259323;50.47218853
60.66128524;93.06430841;57.23350042;106.3373087;96.26%;12.01049068;2.027775298;55.67704847
59.38939252;89.74060691;51.42173041;85.95124126;91.02%;11.3390682;2.911466837;45.55768654
77.34933875;94.21599143;72.30016185;89.92334482;88.32%;9.212443877;7.693248069;49.63721269
87.23854926;97.61341284;79.68304218;83.49471882;83.96%;10.27367898;10.2857152;47.44446932
74.45635011;89.32469245;71.39540052;84.30581896;85.74%;8.106800374;8.132988376;46.92729758
77.90807697;98.13750132;69.72031914;91.3174854;89.58%;7.769400011;6.894549141;50.00426033
51.24452144;75.05933801;61.02773501;101.8828513;92.58%;13.9803802;3.478582646;54.01706583
63.18938827;93.99259113;57.35521639;99.80350554;93.71%;9.273032199;2.795540012;52.62621827
50.78282755;75.32685619;55.34784838;88.72409296;93.75%;10.18448828;3.587292528;47.2675315
52.85135572;75.10387088;58.3513965;88.74284438;92.77%;9.518638732;4.338398757;47.59484006
58.67391433;83.35368452;62.69758141;101.9681778;93.06%;10.06380562;3.902605085;54.2192392
71.90934037;84.25822047;72.2138663;82.11805468;86.14%;10.35740891;8.573351946;46.00310075
72.98801538;89.7327651;74.40714054;99.29692716;89.48%;9.56720708;7.138823299;54.22698709
67.53765171;78.79204765;70.64529397;78.78032532;85.18%;9.870211785;8.570003601;44.28066719
47.00872558;70.81643441;54.25568272;87.06098479;93.71%;9.344112889;3.505810581;46.37155173
85.92187003;97.01948259;84.13831826;98.70140273;86.94%;8.62424935;9.646682806;54.98867842
63.53525242;84.1201559;65.97675054;95.35210588;91.06%;11.55080471;5.486164223;51.50053156
66.07890976;92.93333551;60.39198836;94.79861127;91.76%;8.029945644;4.139945318;50.61821396
58.89256896;76.14445255;63.69940768;83.99461338;88.67%;9.866624315;6.238988326;45.9665772
75.79621241;86.29229868;74.22566652;79.0237822;84.53%;7.201997682;9.454892761;44.76901018
83.77809549;94.93974983;75.55069305;77.00830655;81.36%;7.810539002;10.01287294;43.97408889
63.33808069;92.19528435;55.1118143;88.38007658;93.60%;9.631186366;3.55692539;47.07415224
46.14106335;68.42131219;58.10928704;94.28874038;92.53%;7.701064461;3.642249922;50.14068991
56.61737615;88.32440229;50.43154597;89.21688068;92.48%;11.01278574;2.29981013;46.97483197
62.0353836;70.19825751;73.4521731;83.06666858;85.80%;8.869834029;8.781343695;46.57160603
63.81697963;74.80033332;73.93264249;90.7955925;87.96%;11.74893149;8.010016292;50.23694375
70.3324531;94.71068181;60.23910581;83.67267502;90.85%;6.97013538;5.394389601;45.42196232
67.33164164;96.29247131;55.91625846;87.32884274;92.69%;10.98929921;3.895091598;46.68591555
65.28505137;85.01110083;68.19940337;97.37298749;87.31%;9.419665312;5.810556227;52.66699897
51.22990217;78.07998824;53.89081666;90.60653175;93.60%;10.87522638;3.004467175;47.99106989
83.76706587;99.12843394;74.01447367;84.52884813;86.28%;7.782868383;8.763524006;47.31016657
45.34271764;67.4598748;61.8397859;104.7268623;94.99%;8.906606228;3.360084733;55.40008283
81.23408171;97.62879099;76.35324207;96.19219185;86.97%;12.14288723;7.983492779;53.00583623
72.63568987;92.02543923;73.07756775;103.1897933;91.03%;10.08937545;6.367841344;55.90382143
55.46791348;84.55210257;51.05509209;84.7993312;92.62%;8.49646967;2.97128651;44.97343567
47.74786908;74.60495219;56.16625011;99.95908779;95.89%;11.58011942;2.497576836;52.59245641
56.79022923;84.07845134;57.43031182;96.37727144;94.83%;7.991700889;3.226166536;51.03932738
43.28470101;68.42636572;52.92845508;90.45050079;95.11%;12.45510966;2.787101516;47.82708092
72.25864497;84.70770659;73.72868556;86.26623191;86.36%;7.932556968;8.470576064;48.07993933
49.01811283;74.72144006;60.72323567;108.0885774;95.32%;10.30395841;2.70121199;56.85672089
84.09598942;98.95282185;80.59431223;100.9588839;87.74%;12.31361893;8.513759103;55.68757068
69.11064363;76.71255677;79.73644468;92.40521711;86.59%;8.885158173;9.271524563;51.58862222
50.46739306;76.18390136;61.86058351;110.0136618;95.59%;14.35421357;2.754253814;57.89448291
75.16676752;84.58299416;80.12205665;92.81832202;83.60%;7.892952583;9.319685378;51.81598529
61.19782452;84.53661558;65.45562028;103.5179679;90.57%;12.93427784;4.407705755;55.25036393
86.8499588;100.3681352;73.7532047;75.94269776;83.25%;6.73358832;9.689786766;43.28081024
53.23674058;78.80300025;59.52105317;100.4894881;93.78%;9.569394031;3.274835117;53.18632963
82.94335016;94.17639774;76.12326093;79.82649573;82.66%;10.29848428;9.8357717;45.36373039
82.91326264;94.77215352;81.78947478;97.07309316;87.22%;11.3906972;9.24699882;53.99583152
36.51219708;57.53436888;61.66098813;109.3503586;95.82%;13.54532957;2.776101297;57.55758796
82.67983988;88.58882919;87.69970433;97.35421706;85.40%;12.95981236;10.70996343;54.77631446
59.22595987;82.05703768;64.42518134;101.2442918;93.37%;11.88358931;4.415685388;54.07714842
57.53429878;78.78511397;61.56816156;90.40501438;88.29%;7.544208376;4.956884298;48.70352361
59.22659472;75.58106891;64.387209;83.2854483;89.06%;8.620617855;6.494412535;45.70348815
49.6217406;69.47686782;60.94993437;92.18382084;92.19%;12.73663582;4.598215979;49.49649703
76.89346514;83.54383453;82.08669996;88.92006613;82.11%;9.140103844;10.27327492;50.22509949
61.58574549;92.98958344;56.19062987;99.85671449;93.48%;9.052998634;2.511776608;52.53079626
79.91186071;89.36776299;77.10357397;80.25327303;83.85%;6.46783423;10.03225858;45.64474712
79.73712677;93.78716139;73.22417263;82.39882627;84.58%;7.328322073;8.802018529;46.22751217
56.15015563;77.3288085;60.20284858;87.58528253;90.51%;8.148686294;4.935496717;47.24650407
56.51633838;85.81896752;55.85739149;97.84245139;95.55%;10.76190215;2.657509739;51.56652674
58.16431273;82.70738365;56.24486408;84.14218619;92.44%;7.668538109;4.350131491;45.22065549
75.50549293;89.50802365;70.03478182;77.26092014;85.14%;6.476527663;8.587953353;43.48603664
76.84413647;88.13838247;76.61400567;86.69506919;86.15%;7.083859337;9.162107138;48.59174273
74.31313042;84.19727402;81.29991502;98.08518587;84.85%;8.778343467;9.003920202;54.3971785
64.80582624;92.38729636;56.9999388;88.7561473;93.27%;9.272231288;4.002448824;47.45636922
72.92144151;89.94230936;70.12975267;88.25099866;82.77%;9.756517307;7.361285351;48.63746464
64.49570369;90.77370678;62.41644231;100.3285041;92.50%;13.17884813;4.02597048;53.44658186
57.85148917;73.7811604;68.43833068;94.58168254;89.42%;8.957000569;6.203875444;51.39583415
68.38525732;81.48557383;73.58258811;91.32911005;87.03%;7.795029272;7.859804827;50.42371396
59.75580438;82.20744373;60.90608674;89.9985295;91.65%;9.948097293;4.84499047;48.46068291
57.29991326;76.68503029;67.28813808;101.4228972;92.83%;12.57926947;5.104362356;54.46811954
63.22594874;74.112182;74.76097823;93.0878534;87.32%;11.17668054;7.959411331;51.39180736
58.67166426;84.7774072;61.98469712;104.0058277;93.56%;14.36352063;3.473164736;55.10983232
82.21377868;90.22533574;85.19957747;96.58015401;86.09%;9.124266406;10.17233865;54.12482529
74.40487957;97.72614715;66.22139704;93.53568809;88.86%;12.36154719;5.744443579;50.68094827
81.49106831;93.88054651;80.53697951;96.50269928;87.41%;10.10085506;9.015594668;53.59545595
73.6700639;93.540978;72.08231483;100.981834;90.59%;13.98757087;6.351613628;54.78352945
55.23705715;84.91116224;52.80430924;91.71374718;95.40%;11.7097516;2.609144985;48.39670066
61.75167458;74.07096555;70.80492176;87.34698332;88.12%;7.801395289;7.612620376;48.26810387
77.85873812;97.48364792;70.76104625;92.74640294;86.96%;8.237798337;6.98149478;50.77981744
55.49998307;82.98884285;54.21494228;89.27657726;91.62%;9.556251567;3.227830304;47.39426524
69.25148113;91.97030219;60.76105152;81.72714187;89.69%;9.843796559;5.745073084;44.5877635
61.38572967;73.05947769;73.38795426;93.10514061;87.22%;12.05636264;7.601961443;51.25288703
69.3574749;88.19430718;65.71916142;84.46331015;89.00%;9.444947839;6.694377828;46.40032342
80.73942533;95.76417783;70.74962048;77.22730442;82.83%;6.238237525;8.792613404;43.55494897
56.44397265;79.51207141;56.64607013;83.01012854;91.74%;8.240726033;4.573943078;44.73717
40.12951238;66.9818418;48.68502525;86.33686379;92.81%;11.55948814;2.196392256;45.45131003
79.82741414;100.230666;68.14540483;85.97370221;88.12%;7.509299811;7.127123861;47.35157876
79.74798531;93.74527288;71.4153853;77.20224432;84.61%;7.58171057;8.960355298;43.62187235
52.71958187;82.26712406;55.17147449;100.0942804;96.27%;11.02841556;2.228257722;52.54344156
78.64732197;88.72144225;82.77988694;98.88741174;87.35%;11.1052037;9.291666659;54.94718038
54.03995854;71.23141011;63.19065437;86.97587168;90.87%;8.619010983;5.752421131;47.28541181
74.65806041;87.24836528;71.05174947;77.09158995;84.99%;8.36351956;8.875179558;43.53309385
72.56697466;91.88346548;65.25833369;81.76600413;87.37%;11.41181267;6.886619453;45.10590999
41.95431443;66.89796775;52.48918576;89.8918245;95.16%;12.15115986;2.732452112;47.51429302
47.39823022;73.5157923;52.55883789;88.44393619;94.79%;9.315296351;2.90696041;46.82682914
51.59504803;79.9948072;57.19773589;103.3331367;93.49%;8.402244421;2.36158075;54.25210108
90.2077601;101.7994944;83.9305415;95.57140878;83.18%;11.46001452;9.9527588;53.52545292
63.5558546;89.99579651;61.41793023;98.67985488;93.37%;8.891011338;3.96041034;52.54434049
68.75803988;88.4195183;68.3748329;94.65962936;90.74%;11.8739939;6.155629307;51.43266474
58.81938478;89.89936093;53.5904286;94.43670787;95.05%;8.709904905;2.473784648;49.72252967
69.5901661;83.62245804;70.94122872;85.40004541;86.67%;10.25956667;7.876505973;47.39354211
67.21591179;79.61756068;75.81298446;96.44885387;85.06%;9.913063757;7.822893952;53.05591175
67.88329503;77.47174527;80.45412441;100.8966169;88.32%;9.629652552;8.470540687;55.6210329
49.57095968;78.78520491;52.4320047;94.25929465;91.87%;8.645561434;2.217999383;49.52129698
61.03715365;78.13085868;63.4076331;80.94589417;85.69%;7.950931318;6.517985176;44.50530348
60.40320372;84.79192236;59.26320044;90.28896873;92.77%;12.46804612;4.393918023;48.43203958
69.80852732;76.12019841;75.51997294;76.70910615;82.58%;6.588251107;10.05200425;43.82955485
58.29978159;79.48009674;60.6604002;87.14895616;91.36%;12.14450525;5.101775661;47.11688991
59.55939281;68.8514053;74.75349734;92.06227748;87.84%;11.97505428;8.05503166;50.90958937
83.19424423;94.32329484;81.60635518;94.32628875;82.20%;12.3348772;9.523520309;52.70593558
66.92786071;89.02650399;67.91098008;101.7379085;92.42%;13.95409483;5.235943579;54.69479791
45.37509791;68.92248761;56.10651927;92.74844548;94.38%;7.668174179;3.313035178;49.20665477
62.46315413;79.09190606;66.32783928;86.41429067;89.28%;11.40556309;6.618997403;47.38398907
66.87800639;78.22118964;76.18826012;94.84906344;88.07%;10.05676349;8.103235136;52.35331331
57.64267163;82.10366643;56.075315;84.05138054;91.91%;10.34237812;4.314867736;45.17473169
68.20123418;78.82276333;78.85836837;99.17113437;87.87%;13.31157681;8.269430838;54.66864513
88.06854835;100.1607893;75.93097244;76.85699723;82.97%;10.55909867;10.11572269;43.95660199
41.77851157;69.10432432;50.57826884;91.39617255;95.55%;12.42693396;2.072230875;48.00759854
39.17059787;60.31929783;62.36984305;109.089364;95.65%;9.119459827;2.98851103;57.4878453
61.82045389;92.49020908;58.50598151;104.0688633;95.40%;12.30948399;2.612209273;54.76139564
69.04023365;75.24300894;80.47832151;90.51573648;85.93%;7.321492353;9.67617592;50.77997211
65.70685657;84.25979605;70.51167107;100.2052112;89.95%;11.23121803;6.053115632;54.23953776
64.75044482;90.1021686;64.79849397;103.9880173;93.90%;11.13088474;4.18480461;55.3861425
54.98500772;70.91512195;71.73830146;106.1319726;92.21%;10.83218211;5.669125583;57.12353848
74.89514696;81.76169296;78.31234688;81.27582629;81.22%;10.22066663;10.20581378;46.2677614
81.62926067;98.10989852;75.5672774;93.84368429;84.54%;10.51187644;8.074188398;51.82606923
58.96405374;79.08311186;68.97098899;106.3873831;92.99%;11.00427748;4.96729351;56.95552421
81.97886399;99.36357065;72.7391968;88.25967985;86.85%;10.51121516;7.991528599;48.91629047
71.65208251;82.79251954;77.76058618;94.27212917;85.76%;10.51402919;8.563609698;52.25618828
70.13595232;79.12254722;81.24696492;99.35197141;86.26%;9.724386301;8.847187892;54.98776954
70.98699289;79.69963655;72.55500145;73.76959696;81.21%;7.191400566;9.627719602;42.13835274
90.75039311;101.3884207;79.38614255;80.01885007;81.98%;6.986763355;10.63210972;45.78401813
71.25153949;91.18471517;63.77461;80.39800606;85.10%;8.255213666;6.65463678;44.28360689
74.11001263;87.08564042;71.58681679;79.99060832;85.42%;6.581419014;8.67470962;44.92892035
70.89159691;84.63025293;74.77928516;93.93602933;88.76%;8.689392203;7.865050013;51.7731993
51.98945547;77.40500556;57.07457691;94.8055133;94.55%;12.15532779;3.323931346;50.29691233
67.31655752;83.03438371;71.49513371;93.72043775;87.69%;11.97285545;7.065873493;51.33956306
42.84647009;65.57286973;59.15367685;101.3187314;95.16%;8.551839501;3.086011552;53.52627096
62.24987044;82.80767523;66.35920697;97.54863702;91.41%;10.04564117;5.334837337;52.55744087
43.41609625;63.00252426;64.65686931;107.3608105;94.44%;14.5990746;3.758175706;56.96025715
83.88944917;99.30636661;74.98118984;87.10996809;86.19%;7.654773212;8.70200935;48.61169897
71.69152423;97.6799539;65.57868697;101.5623837;91.23%;11.97982282;4.657985708;54.3452113
79.07961398;84.32434396;87.67121611;98.63760392;85.68%;12.34993205;10.55663669;55.36765473
85.71621775;97.53222159;81.59315282;93.75930644;85.11%;8.043895709;9.578007395;52.41186887
45.64720731;72.58827404;53.50654923;94.80037024;95.88%;8.331549782;2.421250591;49.88497947
56.76273002;82.42888749;57.81720515;92.87438414;88.58%;9.075670221;3.737409307;49.46157736
56.91483058;78.97374351;65.52227106;104.135827;93.55%;10.10651978;4.364645496;55.53313729
45.40940153;71.39907738;52.56075726;89.97351094;95.15%;12.49540518;2.742767679;47.56280537
73.4322807;79.2974415;79.58210074;83.24408219;83.21%;8.797570581;10.31306904;47.3183795
72.95090802;87.86839805;74.36919522;94.2033408;85.83%;8.888686713;7.718693619;51.84931665
72.74568352;97.51429645;62.45025891;88.73707458;90.16%;10.59742061;5.370618223;48.04028471
66.34713065;86.38233103;61.83686561;79.67843217;87.16%;9.783895;6.262500617;43.75439225
50.91888344;78.7338094;52.58623291;89.70692012;94.36%;8.140600678;2.778510067;47.41495878
86.4841594;94.87048165;85.56207562;94.56400071;85.48%;7.632084178;10.49452374;53.21608337
45.54196079;62.92164568;67.64485746;107.525164;93.21%;12.99519038;4.500951652;57.35336342
79.04019067;87.63379928;79.91268467;86.51547453;81.32%;9.916768591;10.00664968;48.87778759
77.0925005;94.11807513;72.41205634;90.80500054;87.51%;8.408007791;7.635050543;50.06133818
74.08262585;99.11057509;60.76644678;83.46889115;90.30%;10.18343649;5.54844157;45.40215888
58.37388002;82.73680668;58.03739387;88.54036727;92.83%;11.38146992;4.274433711;47.4743144
79.00757678;86.66594858;84.4393678;96.42201852;85.01%;9.304044631;9.981806578;53.96290451
69.25375983;74.62013728;83.22108198;95.88294591;86.37%;12.89873524;9.74012952;53.60333803
72.17390749;86.80541335;73.61165458;92.01708343;87.79%;7.804056669;7.775817344;50.74193802
72.77084331;94.9433416;69.61740483;101.2920306;91.82%;11.51765117;5.709660537;54.65361842
42.63343051;63.17835575;56.00821921;86.918602;93.19%;9.485289021;3.96751699;46.49679952
60.80237208;71.82101058;73.60248621;92.57653561;87.91%;9.645989838;7.725674367;51.01941109
54.81115891;73.42507907;61.76727296;86.20169126;90.73%;8.20305871;5.477712201;46.76679593
45.08852168;65.85879146;58.75593008;92.85604341;92.25%;8.852391177;3.96084215;49.54648073
58.62154991;81.86760407;58.96336483;87.62482979;89.62%;9.583507214;4.608863466;47.13553829
67.18011036;74.37112014;73.29517731;75.29166311;82.20%;7.864356539;9.633906445;42.92849111
75.75148076;89.66982816;73.77361712;87.25554168;86.75%;11.89891435;8.367015641;48.56845544
79.87484349;89.04894017;76.85745126;78.80415858;83.77%;7.239826339;10.13877404;44.94901785
70.86989825;80.5759366;78.86157631;94.13472045;86.76%;10.56242894;8.867105239;52.31570184
40.34432628;65.19232739;55.71888962;100.1299293;96.12%;10.28619582;2.367980897;52.6172024
74.72806157;88.01259074;76.32005376;93.542087;86.51%;9.267985111;8.29069668;51.7561148
47.17271599;69.60700108;63.95945304;109.7026705;95.07%;11.23732834;3.304699692;57.9515479
56.60951768;87.06353172;54.37555704;96.89205846;95.95%;10.07359873;2.38387253;50.95604226
67.18799768;79.0163539;69.42707473;77.37322693;85.08%;7.195806785;8.426512758;43.47899941
83.61933074;95.71124678;74.11814376;75.8702395;82.65%;6.697200909;9.779164066;43.28156597
56.61509212;78.76616248;59.91859179;89.26918903;92.35%;7.412539143;4.661613949;47.99163971
58.98885127;69.86301016;74.75345079;97.092992;89.07%;13.06985531;7.487304034;53.26257727
40.82414574;63.25885389;58.72744367;101.1946067;95.23%;12.03817508;2.983884945;53.43940309
73.8205599;87.68755054;73.23227123;87.38520865;84.67%;10.21153693;8.225294697;48.56446714
47.88552231;72.30336117;54.75512412;89.384195;93.42%;11.53528575;3.362959648;47.51930423
75.68435863;86.3136611;79.79753877;94.95291642;87.19%;9.078480754;9.00074354;52.78525735
63.42787046;85.12140448;59.80012676;81.52423684;88.17%;11.16499097;5.538328901;44.40265785
47.41426676;73.00462338;54.40238389;91.88599428;87.97%;9.976472501;2.977016571;48.63256827
54.99274003;76.59317965;61.68686597;94.29544484;91.44%;11.71230899;4.518765097;50.54334046
46.67649601;73.51759925;57.84289501;105.6377722;96.42%;14.16694351;2.24887741;55.42447278
75.31255115;99.82380274;62.66553454;86.18787506;87.72%;7.223710324;5.720621217;46.85786622
85.92638507;94.47923188;84.59454954;93.05587062;85.04%;8.164830913;10.42989174;52.41526749
73.71309768;90.26439523;72.69542649;93.48564954;87.46%;9.461500472;7.374672489;51.33598525
71.97269964;91.83373327;72.72251569;104.115666;91.49%;11.72900148;6.150317529;56.29703352
57.18093032;86.1199575;60.01464135;107.5972638;96.30%;11.32976831;2.571832476;56.55452354
76.35668731;95.36606137;66.73437341;81.33027088;86.63%;7.188754359;7.29259017;45.03031079
70.57394934;77.37759418;79.68293312;88.82227119;84.66%;9.105439208;9.676132219;49.9188595
77.17379396;98.62623054;68.53661148;92.23167378;87.32%;8.392348355;6.483075193;50.30235668
76.6422565;88.91583281;74.91261144;85.16400502;86.12%;9.329245292;8.907521575;47.70797864
70.66516221;95.69433421;66.71222605;102.9353161;92.69%;8.326756222;4.77819317;55.08165695
55.71396392;83.74014509;51.27775115;82.34100124;89.21%;7.505942802;3.304208574;43.84466605
50.09355323;71.44914806;65.12962076;107.2541649;93.77%;9.255243787;3.890698586;56.93029959
59.63234772;88.51920922;53.45806415;87.06527988;93.00%;7.093665998;3.31159824;46.27720111
81.98569738;94.74993843;75.17330636;82.0164022;82.90%;8.036431879;9.326444499;46.25943114
53.8342831;74.32045601;61.27640307;90.98156766;91.05%;8.335158465;4.824939939;48.94851642
72.79068003;81.6066693;76.28980326;82.81927329;83.55%;9.823216836;9.518078468;46.76540294
62.68483105;87.25800434;62.96016816;98.7127616;91.66%;10.33571788;4.327626408;52.72712083
65.93146193;72.39632744;76.66322503;83.79533561;84.87%;9.80164074;9.511167434;47.26474402
62.21350229;74.62457574;72.94787842;93.1880286;89.24%;10.5482573;7.483201323;51.23572551
62.12474008;82.74954746;60.09194582;80.45063467;89.36%;10.40545797;5.733699324;43.92915557
48.99524417;68.02724171;57.5711825;81.30816426;88.13%;11.12129345;4.995909479;44.05891304
64.03255922;79.61355009;73.98083695;103.1541969;90.89%;12.12740379;6.589624987;55.99259682
42.54447708;66.746488;52.46630018;87.34355143;94.44%;10.04559736;3.023675938;46.31473029
62.81500074;93.91814699;54.45998565;93.12824569;94.66%;9.927004968;2.864165479;49.22340153
44.56436758;66.88912404;59.06008393;98.30575631;93.73%;9.676443722;3.402850529;52.11770034
89.36954053;101.5160102;77.33028993;79.79643072;83.76%;10.40596191;10.13832558;45.4784463
58.64049741;85.70524552;57.2164638;93.41479451;94.00%;8.547586565;3.511826781;49.64001802
75.72804775;88.26418584;76.22393029;90.28632198;87.04%;7.629525012;8.644840883;50.22209993
58.30125808;72.49308119;65.07442717;79.97988985;87.81%;11.10236;7.045146634;44.25254333
65.78701322;78.77483087;75.37911766;98.19820589;87.55%;13.63898159;7.503662854;53.84188175
45.41783238;74.17517823;49.79411674;89.828869;96.26%;9.099423433;2.056147789;47.17412712
67.1878907;86.66255182;63.41919112;81.96792942;88.65%;6.745312514;6.398877528;44.97322359
51.91537629;81.13358507;54.62529326;98.32304109;95.65%;7.990044335;2.280428643;51.63594687
55.69394235;83.14256462;57.14703199;97.08523621;93.21%;10.54977625;3.079664471;51.35625232
59.72420119;88.49666633;52.84641113;85.34248676;93.66%;11.30977932;3.35752405;45.43516249
40.8251226;63.9635283;54.23726627;90.94707924;94.40%;8.674551039;3.043352928;48.16991235
44.84868524;71.43906083;55.32422083;99.57982414;94.27%;8.115880127;2.333398672;52.30630752
62.67757153;84.68366542;62.46585119;90.17849915;88.72%;8.717088155;5.215409213;48.70460617
77.90536899;84.81582998;77.47651856;76.0659585;81.00%;8.148381523;10.61664886;43.74955849
68.17038717;83.90197616;70.01285903;88.73516401;86.53%;11.71078997;7.26829854;48.85850652
77.79117252;94.61757747;68.90589579;79.85997353;84.50%;8.32057051;8.018081246;44.59086247
62.81519679;87.04420168;64.09505788;100.7523345;91.88%;13.21388133;4.39405537;53.82257059
57.03815146;83.26770017;55.58129138;88.05815708;88.03%;10.65389834;3.713052125;46.98138269
65.45754917;79.41439384;67.47109202;79.29464362;85.96%;7.528885978;7.71572818;44.16568006
44.51091616;66.87545807;58.98999404;98.38553371;92.37%;8.93011341;3.373628987;52.14181394
60.83614359;88.10713091;55.60844424;87.50314607;92.00%;7.188605017;3.782200967;46.70467163
45.11005874;63.87752205;57.80083617;84.77118101;92.00%;7.556560242;4.668015136;45.67988152
46.38657732;68.76458528;59.84154988;99.01027709;94.44%;7.988785118;3.528998235;52.52432653
65.96916926;94.43945382;59.84517147;97.71056665;92.85%;7.963625455;3.670460093;51.91572206
58.53741034;75.6180346;65.07971468;87.67661267;85.61%;8.546915549;6.137300812;47.81049351
43.43561381;65.41121851;58.00471712;95.58529979;94.16%;8.164957271;3.453267159;50.72993546
64.87974923;74.25447184;73.24395302;83.21945083;86.17%;6.892793104;8.717001987;46.61093281
77.72586199;96.43863571;68.82704321;85.00795117;88.16%;6.87546017;7.404120861;46.96929414
94.50173639;110.1175972;79.49652935;90.36698682;80.59%;10.54733401;9.443472178;50.62296401
54.18812882;70.87954317;61.83402015;81.89922842;88.69%;10.77266646;5.997122936;44.78980366
62.06103378;87.01902201;63.06219062;100.6167111;93.45%;10.50780952;4.148032122;53.63130323
78.60735837;88.42399196;82.66675448;97.75629517;84.88%;8.828142176;9.387868631;54.3925738
50.06459552;77.39693906;56.37270007;99.84987899;94.89%;11.35193713;2.547300489;52.55617839
50.94520394;74.64278391;59.29579431;96.90233546;93.98%;10.78598944;3.635122462;51.50135255
55.64152229;84.22006631;52.81800591;88.24364982;92.72%;11.25411344;3.012695488;46.78055094
63.18350321;84.56535706;67.22714532;101.1782732;91.81%;8.376798983;5.116866105;54.32253275
49.73197543;70.75847158;58.23022701;87.64548136;86.25%;7.416695543;4.435588167;47.05907459
51.28080455;75.24991328;58.00245902;93.82932983;89.16%;9.279330427;3.659391201;49.92094285
46.26126531;71.76503044;55.153057;94.99052077;94.90%;11.28166109;2.817775604;50.17021032
59.91378401;84.89673714;63.60569597;104.1482362;93.84%;13.25392997;3.860764297;55.34250053
65.73301529;80.21156533;68.64614349;83.78197453;87.36%;9.796802281;7.500828518;46.39702007
64.92145908;79.48926749;67.00443692;80.22280442;86.22%;6.731629258;7.497668504;44.54533386
76.94159351;95.3283705;72.05621847;93.71111415;88.40%;8.299418795;7.207204248;51.37341614
75.34291056;94.0738231;73.43873167;99.77548161;89.07%;9.290938206;6.842730951;54.34489444
71.25396447;85.18918135;70.89530749;83.53400417;87.04%;8.076564163;8.090565947;46.51166024
66.0802513;85.34821305;63.54420152;82.64842048;85.56%;9.314882727;6.349113295;45.31749382
50.99130577;72.64683533;60.960331;96.00533424;92.93%;9.286625571;4.141089873;51.24734905
44.40849224;67.90334017;60.77700155;106.5695784;95.63%;14.35191153;2.875256222;56.17343585
38.23153811;62.70771112;57.48931079;105.8303816;96.13%;12.50105952;2.14320164;55.46844989
58.98194657;88.79984436;52.10526483;86.77223965;94.60%;9.84401705;3.005275647;46.01156743
60.30164668;81.2814196;63.87243413;93.57561321;91.68%;11.77143005;5.173466456;50.45349644
64.46329526;77.91584041;69.31447251;84.03894996;85.63%;10.64005489;7.637901526;46.59300796
75.90874651;94.36626518;72.66788377;96.62057397;89.15%;11.63257475;7.008965153;52.8060204
80.08982303;100.1686111;64.68363067;75.27327491;83.62%;9.6040433;7.485902474;42.00961598
62.97215338;81.73475841;63.44658264;83.97012441;89.80%;7.744836961;6.174544648;45.913745
76.32223448;96.98884147;64.04336864;78.50122586;86.90%;9.848553734;6.942773427;43.44010259
57.60151826;78.36852649;67.45285359;105.2166434;93.32%;9.132660258;4.715388288;56.23387816
62.47230194;79.25981226;67.33775533;89.7151728;89.50%;10.20620485;6.489577309;49.02056526
85.96114993;99.52497452;80.26679456;94.72226248;82.95%;11.65660183;9.151683359;52.74650715
58.43355777;80.89940629;60.3643546;89.52718003;92.30%;7.802078589;4.740661114;48.16060656
60.45498444;72.29189291;73.17993005;94.07336643;87.93%;12.25823413;7.430219848;51.67894609
41.19149758;64.08137428;61.96527041;110.9506761;96.05%;11.91995504;2.671469154;58.32687338
78.43596995;90.28780959;76.22442749;85.77119424;81.90%;9.438961197;9.156806805;48.12792282
84.07967606;93.93946311;81.15585526;89.00265833;84.76%;12.36038595;10.02845346;50.18196188
73.80955929;82.8747065;77.70659757;86.48169013;85.66%;10.16008546;9.455288153;48.62575362
88.17330662;99.02867776;79.2780846;82.77577611;82.42%;9.710854249;10.27913817;47.06822297
80.81426028;99.98784792;71.38552149;90.63720906;88.43%;8.669990966;7.378987463;49.86688246
59.54329154;76.86250022;62.77456271;81.37315133;88.44%;10.68708787;6.29977879;44.64809247
70.86761213;81.88816336;70.36447519;74.16650531;80.53%;8.20157033;9.04747262;42.10021469
61.19644295;74.3529244;72.68689782;95.47129686;89.45%;9.63854925;7.146398176;52.26140714
74.88280907;95.01225905;66.84344147;86.12276295;85.85%;10.19366878;6.780251747;47.29575966
79.52287572;96.01372436;69.12159607;77.99076497;86.00%;7.362038787;8.279531021;43.73493157
65.25291408;91.92969379;61.23277155;97.41937528;93.73%;9.285770125;4.054509451;51.93814998
78.02317232;90.11288535;78.21249686;92.54946585;87.11%;10.62268947;8.88462006;51.50754687
75.93132945;91.33389774;76.37676046;98.37245902;88.88%;13.34509689;7.731385699;54.02733702
66.86001457;90.75519302;60.34416981;85.69129021;86.78%;11.85289848;5.189343522;46.40231473
59.33308187;81.0765258;60.78353232;88.19445965;91.72%;11.7422427;5.00757458;47.61233274
62.44997796;90.57845302;59.6599273;99.48762178;93.39%;10.38657845;3.419817004;52.73756248
51.46855578;75.39372686;58.5743932;95.26987765;93.88%;8.934591825;3.647740667;50.65542404
